yob,ISO_A3,sex,lambda,skew,shape
1971,MWI_demo,female,0.06228126492298153,1.1889831625019829,10.967209915982084
1972,MWI_demo,female,0.06193316894333589,1.1889831625019829,10.967209915982084
1973,MWI_demo,female,0.06156653159688963,1.1889831625019829,10.967209915982084
1974,MWI_demo,female,0.06133182023892775,1.1889831625019829,10.967209915982084
1975,MWI_demo,female,0.06120258458186231,1.1889831625019829,10.967209915982084
1976,MWI_demo,female,0.06103813995698592,1.1889831625019829,10.967209915982084
1977,MWI_demo,female,0.06098703540845304,1.1889831625019829,10.967209915982084
1978,MWI_demo,female,0.06100549244268438,1.1889831625019829,10.967209915982084
1979,MWI_demo,female,0.06074755870669007,1.1889831625019829,10.967209915982084
1980,MWI_demo,female,0.0606814521496887,1.1889831625019829,10.967209915982084
1981,MWI_demo,female,0.06038244041545726,1.1889831625019829,10.967209915982084
1982,MWI_demo,female,0.06031594724823411,1.1889831625019829,10.967209915982084
1983,MWI_demo,female,0.06023899700135464,1.1889831625019829,10.967209915982084
1984,MWI_demo,female,0.0600612137563837,1.1889831625019829,10.967209915982084
1985,MWI_demo,female,0.05999522347185741,1.1889831625019829,10.967209915982084
1986,MWI_demo,female,0.059754549507344,1.1889831625019829,10.967209915982084
1987,MWI_demo,female,0.05950198841622456,1.1889831625019829,10.967209915982084
1988,MWI_demo,female,0.05953400267012516,1.1889831625019829,10.967209915982084
1989,MWI_demo,female,0.05909938813032172,1.1889831625019829,10.967209915982084
1990,MWI_demo,female,0.05902762716758236,1.1889831625019829,10.967209915982084
1991,MWI_demo,female,0.05866679982616446,1.1889831625019829,10.967209915982084
1992,MWI_demo,female,0.05847322661128869,1.1889831625019829,10.967209915982084
1993,MWI_demo,female,0.05814528041537172,1.1889831625019829,10.967209915982084
1994,MWI_demo,female,0.05796129531162655,1.1889831625019829,10.967209915982084
1995,MWI_demo,female,0.05792319875317044,1.1889831625019829,10.967209915982084
1996,MWI_demo,female,0.05779803201762387,1.1889831625019829,10.967209915982084
1997,MWI_demo,female,0.05774828282421353,1.1889831625019829,10.967209915982084
1998,MWI_demo,female,0.05773965692155682,1.1889831625019829,10.967209915982084
1999,MWI_demo,female,0.0577917849949781,1.1889831625019829,10.967209915982084
2000,MWI_demo,female,0.05758236885010551,1.1889831625019829,10.967209915982084
2001,MWI_demo,female,0.05740720193949106,1.1889831625019829,10.967209915982084
2002,MWI_demo,female,0.05727268255377846,1.1889831625019829,10.967209915982084
2003,MWI_demo,female,0.05710738201354157,1.1889831625019829,10.967209915982084
2004,MWI_demo,female,0.0571281157738801,1.1889831625019829,10.967209915982084
2005,MWI_demo,female,0.05713595397254551,1.1889831625019829,10.967209915982084
